record_identifier,county,prior_label_value,corrected_label_value,reason_for_correction,evidence_path,timestamp,qa_status
kern_20913204005_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_20913204005_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_20913229008_prop_intel_dossier.md,Kern,"**APN**: 209-132-29-00-8 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 209-132-29-00-8 (ATN) / **Assessor APN**: 209-132-29 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_20913229008_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_20913229008_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_20914209003_prop_intel_dossier.md,Kern,"**APN**: 209-142-09-00-3 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 209-142-09-00-3 (ATN) / **Assessor APN**: 209-142-09 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_20914209003_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_20914209003_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_20922212004_prop_intel_dossier.md,Kern,"**APN**: 209-222-12-00-4 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 209-222-12-00-4 (ATN) / **Assessor APN**: 209-222-12 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_20922212004_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_20922212004_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_20922213007_prop_intel_dossier.md,Kern,"**APN**: 209-222-13-00-7 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 209-222-13-00-7 (ATN) / **Assessor APN**: 209-222-13 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_20922213007_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_20922213007_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_20924102004_prop_intel_dossier.md,Kern,"**APN**: 209-241-02-00-4 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 209-241-02-00-4 (ATN) / **Assessor APN**: 209-241-02 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_20924102004_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_20924102004_prop_intel_dossier.md,Kern,Lien Risk Tier: MEDIUM,Equity / Assessed-Value Indicator: MEDIUM (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_20925214009_prop_intel_dossier.md,Kern,"**APN**: 209-252-14-00-9 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 209-252-14-00-9 (ATN) / **Assessor APN**: 209-252-14 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_20925214009_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_20925214009_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_20928210006_prop_intel_dossier.md,Kern,"**APN**: 209-282-10-00-6 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 209-282-10-00-6 (ATN) / **Assessor APN**: 209-282-10 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_20928210006_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_20928210006_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_20930156008_prop_intel_dossier.md,Kern,"**APN**: 209-301-56-00-8 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 209-301-56-00-8 (ATN) / **Assessor APN**: 209-301-56 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_20930156008_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_20930156008_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_20930157001_prop_intel_dossier.md,Kern,"**APN**: 209-301-57-00-1 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 209-301-57-00-1 (ATN) / **Assessor APN**: 209-301-57 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_20930157001_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_20930157001_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_20930165004_prop_intel_dossier.md,Kern,"**APN**: 209-301-65-00-4 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 209-301-65-00-4 (ATN) / **Assessor APN**: 209-301-65 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_20930165004_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_20930165004_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_20933118007_prop_intel_dossier.md,Kern,"**APN**: 209-331-18-00-7 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 209-331-18-00-7 (ATN) / **Assessor APN**: 209-331-18 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_20933118007_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_20933118007_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_21004011005_prop_intel_dossier.md,Kern,"**APN**: 210-040-11-00-5 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 210-040-11-00-5 (ATN) / **Assessor APN**: 210-040-11 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_21004011005_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_21004011005_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_21031022005_prop_intel_dossier.md,Kern,"**APN**: 210-310-22-00-5 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 210-310-22-00-5 (ATN) / **Assessor APN**: 210-310-22 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_21031022005_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_21031022005_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_21113204002_prop_intel_dossier.md,Kern,"**APN**: 211-132-04-00-2 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 211-132-04-00-2 (ATN) / **Assessor APN**: 211-132-04 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_21113204002_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_21113204002_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_21122310002_prop_intel_dossier.md,Kern,"**APN**: 211-223-10-00-2 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 211-223-10-00-2 (ATN) / **Assessor APN**: 211-223-10 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_21122310002_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_21122310002_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_21123326002_prop_intel_dossier.md,Kern,"**APN**: 211-233-26-00-2 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 211-233-26-00-2 (ATN) / **Assessor APN**: 211-233-26 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_21123326002_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_21123326002_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_21123327005_prop_intel_dossier.md,Kern,"**APN**: 211-233-27-00-5 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 211-233-27-00-5 (ATN) / **Assessor APN**: 211-233-27 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_21123327005_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_21123327005_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_21124306007_prop_intel_dossier.md,Kern,"**APN**: 211-243-06-00-7 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 211-243-06-00-7 (ATN) / **Assessor APN**: 211-243-06 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_21124306007_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_21124306007_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_21125227004_prop_intel_dossier.md,Kern,"**APN**: 211-252-27-00-4 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 211-252-27-00-4 (ATN) / **Assessor APN**: 211-252-27 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_21125227004_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_21125227004_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_21204201004_prop_intel_dossier.md,Kern,"**APN**: 212-042-01-00-4 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 212-042-01-00-4 (ATN) / **Assessor APN**: 212-042-01 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_21204201004_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_21204201004_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
kern_21606204007_prop_intel_dossier.md,Kern,"**APN**: 216-062-04-00-7 (mislabeled - this is the ATN, not the assessor parcel number)",**Source Identifier**: 216-062-04-00-7 (ATN) / **Assessor APN**: 216-062-04 (NOT_VERIFIED),DOSSIER_QA finding: ATN mislabeled as APN in 245/245 Kern dossiers - see property_model.py and monitor_runs/dossier_qa_report.md Section 1,kern/kern_enrich_docnum_verified.py; property_model.py:atn_to_assessor_parcel_number,2026-08-08T12:00:00Z,PENDING_RERUN
kern_21606204007_prop_intel_dossier.md,Kern,PRIORITY SIGNAL: GOING TO AUCTION in 37 days (2026-09-14 - 2026-09-16),PUBLIC-RECORD SIGNAL: Tax-default / Power-to-Sell public-record indicator; parcel-specific auction status not verified (county auction window ...,DOSSIER_QA finding: overclaimed parcel-specific auction-list confirmation against an unpublished live list - see monitor_runs/dossier_qa_report.md Section 2,report_builder.py (priority_signal_display logic); signal_priority.py,2026-08-08T12:00:00Z,PENDING_RERUN
kern_21606204007_prop_intel_dossier.md,Kern,Lien Risk Tier: HIGH,Equity / Assessed-Value Indicator: LOW (with disclaimer),Shared remediation: field was a pure equity-ratio proxy labeled as if a lien/title review had been performed,predictive_scorer.py (equity_signal logic),2026-08-08T12:00:00Z,PENDING_RERUN
